,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Title,C,Q,AgeBins,Deck_0,Deck_1,Deck_2,Deck_3,Deck_4,Deck_5,Deck_6,Deck_7,Deck_8,CabinLetter
839,1,1,male,52.0707464286,0,0,29,Mr,1,0,mature,0,1,0,0,0,0,0,0,0,1
840,0,3,male,20.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
841,0,2,male,16.0,0,0,10,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
842,1,1,female,30.0,0,0,31,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
843,0,3,male,34.5,0,0,6,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
844,0,3,male,17.0,0,0,8,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
845,0,3,male,42.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
846,0,3,male,10.8111535152,8,2,69,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
847,0,3,male,35.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
848,0,2,male,28.0,0,1,33,NaN,0,0,adult,1,0,0,0,0,0,0,0,0,0
849,1,1,female,41.6271916667,1,0,89,Mrs,1,0,mature,0,1,0,0,0,0,0,0,0,1
850,0,3,male,4.0,4,2,31,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
851,0,3,male,74.0,0,0,7,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
852,0,3,female,9.0,1,1,15,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
853,1,1,female,16.0,0,1,39,Miss,0,0,child,0,0,0,0,1,0,0,0,0,4
854,0,2,female,44.0,1,0,26,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
855,1,3,female,18.0,0,1,9,Mrs,0,0,child,1,0,0,0,0,0,0,0,0,0
856,1,1,female,45.0,1,1,164,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
857,1,1,male,51.0,0,0,26,Mr,0,0,mature,0,0,1,0,0,0,0,0,0,2
858,1,3,female,24.0,0,3,19,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
859,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
860,0,3,male,41.0,2,0,14,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
861,0,2,male,21.0,1,0,11,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
862,1,1,female,48.0,0,0,25,Mrs,0,0,mature,0,0,0,0,1,0,0,0,0,4
863,0,3,female,10.8111535152,8,2,69,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
864,0,2,male,24.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
865,1,2,female,42.0,0,0,13,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
866,1,2,female,27.0,1,0,13,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
867,0,1,male,31.0,0,0,50,Mr,0,0,adult,0,0,0,0,0,1,0,0,0,5
868,0,3,male,27.4316689602,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
869,1,3,male,4.0,1,1,11,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
870,0,3,male,26.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
871,1,1,female,47.0,1,1,52,Mrs,0,0,mature,0,0,0,0,1,0,0,0,0,4
872,0,1,male,33.0,0,0,5,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
873,0,3,male,47.0,0,0,9,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
874,1,2,female,28.0,1,0,24,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
875,1,3,female,15.0,0,0,7,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
876,0,3,male,20.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
877,0,3,male,19.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
878,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
879,1,1,female,56.0,0,1,83,Mrs,1,0,mature,0,1,0,0,0,0,0,0,0,1
880,1,2,female,25.0,0,1,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
881,0,3,male,33.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
882,0,3,female,22.0,0,0,10,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
883,0,2,male,28.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
884,0,3,male,25.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
885,0,3,female,39.0,0,5,29,Mrs,0,1,adult,1,0,0,0,0,0,0,0,0,0
886,0,2,male,27.0,0,0,13,NaN,0,0,adult,1,0,0,0,0,0,0,0,0,0
887,1,1,female,19.0,0,0,30,Miss,0,0,adult,0,0,0,0,0,0,1,0,0,6
888,0,3,female,13.3631920635,1,2,23,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
889,1,1,male,26.0,0,0,30,Mr,1,0,adult,0,1,0,0,0,0,0,0,0,1
890,0,3,male,32.0,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
